ARCHIVUM PARFUMS | CATÁLOGO MAYORISTA												
Inventario organizado para lectura, búsqueda y filtros. Precios expresados en colones costarricenses.												
Consejo: filtrá por marca, público, concentración o estado de ficha desde los encabezados.												
Código	Perfume	Marca	Público	Presentación	Concentración	Notas principales	Precio mayorista	Tipo	Estado de ficha	Descripción	Imagen	Nombre original exacto
AP-0818	Orientica Royal Collection Victory	Orientica	Unisex	100 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_royal_collection_victory_hombres_100ml_edp_orientica_d0888aa146.webp	ORIENTICA ROYAL COLLECTION VICTORY HOMBRES 100ML EDP ORIENTICA
AP-0831	OUD Saffron	Orientica	Unisex	80 ml	Parfum	Sin clasificar	300000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/oud_saffron_unisex_perfume_80ml_orientica_8e55968121.webp	OUD SAFFRON UNISEX PERFUME 80ML ORIENTICA
AP-0827	Royal Amber	Orientica	Unisex	80 ml	EDP	Amaderado · Cítrico · Floral · Especiado	32000	Perfume	Ficha verificada	Salida: canela y naranja. Corazón: gurjan balsam y orquídea negra. Fondo: pachulí y sándalo.	img/perfumes/royal_amber_unisex_80ml_edp_orientica_e3f85126ee.webp	ROYAL AMBER UNISEX 80ML EDP ORIENTICA
AP-0830	Royal Bleu	Orientica	Hombre	80 ml	EDP	Sin clasificar	35000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/royal_bleu_hombre_80ml_edp_orientica_3beeb76993.webp	ROYAL BLEU HOMBRE 80ML EDP ORIENTICA
AP-0829	Velvet Gold	Orientica	Unisex	80 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/velvet_gold_unisex_80ml_edp_orientica_87b84bf8b7.webp	VELVET GOLD UNISEX 80ML EDP ORIENTICA
AP-0837	Xo Exclusif OUD Bleu Extract	Orientica	Unisex	60 ml	EDP	Sin clasificar	43000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/xo_exclusif_oud_bleu_extract_unisex_60ml_edp_orientica_54c9693b51.webp	XO EXCLUSIF OUD BLEU EXTRACT UNISEX 60ML EDP ORIENTICA
AP-0836	Xo Exclusif OUD Emerald Extract	Orientica	Unisex	60 ml	EDP	Sin clasificar	43000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/xo_exclusif_oud_emerald_extract_unisex_60ml_edp_orientica_cafeb29c05.webp	XO EXCLUSIF OUD EMERALD EXTRACT UNISEX 60ML EDP ORIENTICA
AP-0835	Xo Exclusif OUD Noir Extract	Orientica	Unisex	60 ml	EDP	Sin clasificar	43000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/xo_exclusif_oud_noir_extract_unisex_60ml_edp_orientica_674e24dd84.webp	XO EXCLUSIF OUD NOIR EXTRACT UNISEX 60ML EDP ORIENTICA
AP-0834	Xo Exclusif OUD Rouge Extrait	Orientica	Unisex	60 ml	Parfum	Sin clasificar	43000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/xo_exclusif_oud_rouge_extrait_unisex_60ml_edp_orientica_78bfd15ca9.webp	XO EXCLUSIF OUD ROUGE EXTRAIT UNISEX 60ML EDP ORIENTICA
AP-2585	Estuche Oscar de la Renta Volupte	Oscar de la Renta	Mujer	2 pzs. + 100 ml	EDT	Sin clasificar	17000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_oscar_de_la_renta_volupte_mujer_2pzs_100ml_edt_splash_70c7051939.webp	ESTUCHE OSCAR DE LA RENTA VOLUPTE MUJER 2PZS 100ML EDT + SPLASH
AP-2131	Oscar	Oscar de la Renta	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Almizclado · Verde	18000	Perfume	Ficha verificada	Salida: clavos de olor, gardenia, coriander y flor de azahar del naranjo. Corazón: nardo, ylang-ylang, lavanda y iris. Fondo: clavos de olor, myrrh, sándalo y ámbar.	img/perfumes/oscar_mujer_100ml_edt_oscar_de_la_renta_8e4ed5f6eb.webp	OSCAR MUJER 100ML EDT OSCAR DE LA RENTA
AP-1380	Oscar	Oscar de la Renta	Hombre	90 ml	EDT	Amaderado · Cítrico · Floral · Oriental · Gourmand · Especiado · Cuero · Almizclado · Verde	12000	Perfume	Ficha verificada	Salida: pimienta, resina de abeto, bergamota y mandarina. Corazón: nuez moscada, clavos de olor, violet leaf y lavanda. Fondo: balsam fir, incense, sándalo y almizcle.	img/perfumes/oscar_hombre_90ml_edt_oscar_de_la_renta_36b8b254c2.webp	OSCAR HOMBRE 90ML EDT OSCAR DE LA RENTA
AP-1381	Pour Lui	Oscar de la Renta	Hombre	90 ml	EDT	Amaderado · Cítrico · Frutal · Oriental · Especiado · Cuero · Almizclado · Verde	13000	Perfume	Ficha verificada	Salida: aldehydes, lavanda, juniper berries y basil. Corazón: carnation, pachulí, canela y geranio. Fondo: cuero, musgo de roble, labdanum y sándalo.	img/perfumes/pour_lui_hombre_90ml_edt_oscar_de_la_renta_ee346e293c.webp	POUR LUI HOMBRE 90ML EDT OSCAR DE LA RENTA
AP-2129	Rosamor	Oscar de la Renta	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Gourmand · Almizclado	12000	Perfume	Ficha verificada	Salida: fresia, italian mandarin y lirio de los valles (muguete). Corazón: rosa, gardenia, heliotrope y ylang-ylang. Fondo: almizcle, sándalo, haba tonka y tobacco.	img/perfumes/rosamor_mujer_100ml_edt_oscar_de_la_renta_195c4dcfc8.webp	ROSAMOR MUJER 100ML EDT OSCAR DE LA RENTA
AP-2128	So	Oscar de la Renta	Mujer	100 ml	EDT	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/so_mujer_100ml_edt_oscar_de_la_renta_4e9d167c0c.webp	SO MUJER 100ML EDT OSCAR DE LA RENTA
AP-2130	Volupte	Oscar de la Renta	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand	14000	Perfume	Ficha verificada	Salida: mimosa, melón, fresia y osmanthus. Corazón: heliotrope, ylang-ylang, narcissus y carnation. Fondo: sándalo, ámbar, incense y nardo.	img/perfumes/volupte_mujer_100ml_edt_oscar_de_la_renta_84b8e12853.webp	VOLUPTE MUJER 100ML EDT OSCAR DE LA RENTA
AP-1400	1 Million Elixir	Paco Rabanne	Hombre	100 ml	EDP	Amaderado · Floral · Frutal · Gourmand	49000	Perfume	Ficha verificada	Salida: manzana y davana. Corazón: damask rose, cedro y osmanthus. Fondo: vanilla absolute, haba tonka y pachulí.	img/perfumes/1_million_elixir_hombre_100ml_edp_paco_rabanne_e030020a06.webp	1 MILLION ELIXIR HOMBRE 100ML EDP PACO RABANNE
AP-1404	1 Million Royal	Paco Rabanne	Hombre	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Verde	44000	Perfume	Ficha verificada	Salida: cardamomo, tangerine y bergamota. Corazón: lavanda, violet leaf y sage. Fondo: benjuí, cedro y pachulí.	img/perfumes/1_million_royal_hombre_100ml_edp_paco_rabanne_a069f14e0d.webp	1 MILLION ROYAL HOMBRE 100ML EDP PACO RABANNE
AP-1408	Black Xs	Paco Rabanne	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Oriental · Gourmand · Especiado · Verde	29000	Perfume	Ficha verificada	Salida: cítricos, limón (lima ácida), tagetes y sage. Corazón: praline, canela, tolu balsam y black cardamom. Fondo: pachulí, black amber, ebony tree y palisander rosewood.	img/perfumes/black_xs_hombre_100ml_edt_paco_rabanne_18fa4859ba.webp	BLACK XS HOMBRE 100ML EDT PACO RABANNE
AP-2144	Black Xs	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Floral · Frutal · Gourmand · Especiado	35000	Perfume	Ficha verificada	Salida: cranberry, pimienta rosa y tamarind. Corazón: cacao, rosa y violeta negra. Fondo: black vanilla husk, sándalo y massoia wood.	img/perfumes/black_xs_mujer_80ml_edp_paco_rabanne_941fcc042e.webp	BLACK XS MUJER 80ML EDP PACO RABANNE
AP-1416	Blossom Me	Paco Rabanne	Unisex	62 ml	EDP	Amaderado · Cítrico · Floral · Gourmand · Verde	12000	Perfume	Ficha verificada	Salida: green mandarin. Corazón: flor de azahar del naranjo, herbal notes y menta. Fondo: vetiver.	img/perfumes/blossom_me_unisex_62ml_edp_paco_rabanne_e938280486.webp	BLOSSOM ME UNISEX 62ML EDP PACO RABANNE
AP-1415	Dandy Me	Paco Rabanne	Unisex	62 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Especiado	12000	Perfume	Ficha verificada	Salida: canela, azafrán y toronja (pomelo). Corazón: may rose y geranio. Fondo: agarwood (oud), sándalo y vainilla.	img/perfumes/dandy_me_unisex_62ml_edp_paco_rabanne_622ce71e6f.webp	DANDY ME UNISEX 62ML EDP PACO RABANNE
AP-1412	Dangerous Me	Paco Rabanne	Unisex	62 ml	EDP	Amaderado · Oriental · Gourmand · Especiado	12000	Perfume	Ficha verificada	Perfil dominado por acordes vanilla, woody, amber, powdery; la ficha consultada no separa salida, corazón y fondo.	img/perfumes/dangerous_me_unisex_62ml_edp_paco_rabanne_31ce6b86bf.webp	DANGEROUS ME UNISEX 62ML EDP PACO RABANNE
AP-1411	Erotic Me	Paco Rabanne	Unisex	62 ml	EDP	Floral · Frutal · Gourmand · Cuero	12000	Perfume	Ficha verificada	Perfil dominado por acordes lactonic, fruity, leather, floral; la ficha consultada no separa salida, corazón y fondo.	img/perfumes/erotic_me_unisex_62ml_edp_paco_rabanne_7d1b424334.webp	EROTIC ME UNISEX 62ML EDP PACO RABANNE
AP-2424	Estuche Minis Paco Rabanne	Paco Rabanne	Mujer	4 pzs. + 4 ml	Parfum	Sin clasificar	28000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_minis_paco_rabanne_mujer_4pzs_4ml_c_u_fame_perfum_fame_edp_olympea_lady_million_72febb1631.webp	ESTUCHE MINIS PACO RABANNE MUJER 4PZS 4ML C/U FAME PERFUM + FAME EDP + OLYMPEA + LADY MILLION NUEVO
AP-2420	Estuche Minis Paco Rabanne	Paco Rabanne	Hombre	4 pzs. + 5 ml	No indicada	Sin clasificar	28000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_minis_paco_rabanne_hombre_4pzs_5ml_c_u_phantom_invictus_elixir_one_million_nuevo_2adbce15a8.webp	ESTUCHE MINIS PACO RABANNE HOMBRE 4PZS 5ML C/U PHANTOM + INVICTUS + ELIXIR + ONE MILLION NUEVO
AP-2652	Estuche Paco Rabanne Olympea	Paco Rabanne	Mujer	2 pzs. + 80 ml	EDP	Sin clasificar	39000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_paco_rabanne_olympea_mujer_2pzs_80ml_edp_crema_5bde6c4fc4.webp	ESTUCHE PACO RABANNE OLYMPEA MUJER 2PZS 80ML EDP + CREMA
AP-1414	Fabulous Me	Paco Rabanne	Unisex	62 ml	EDP	Amaderado · Frutal · Gourmand · Especiado	12000	Perfume	Ficha verificada	Salida: pumpkin. Corazón: rhubarb. Fondo: sándalo.	img/perfumes/fabulous_me_unisex_62ml_edp_paco_rabanne_c31a0326e5.webp	FABULOUS ME UNISEX 62ML EDP PACO RABANNE
AP-2141	Fame	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Gourmand	44000	Perfume	Ficha verificada	Salida: mango y bergamota. Corazón: jazmín y olibanum. Fondo: vainilla y sándalo.	img/perfumes/fame_mujer_80ml_edp_paco_rabanne_7be48aa17c.webp	FAME MUJER 80ML EDP PACO RABANNE
AP-2138	Fame In Love	Paco Rabanne	Mujer	80 ml	EDP	Sin clasificar	52000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/fame_in_love_mujer_80ml_edp_paco_rabanne_52ccc1f9c0.webp	FAME IN LOVE  MUJER 80ML EDP PACO RABANNE
AP-2140	Fame Intense	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Floral · Oriental · Especiado	45000	Perfume	Ficha verificada	Perfil dominado por acordes white floral, woody, warm spicy, amber; la ficha consultada no separa salida, corazón y fondo.	img/perfumes/fame_intense_mujer_80ml_edp_paco_rabanne_125ee15187.webp	FAME INTENSE MUJER 80ML EDP PACO RABANNE
AP-2142	Fame Perfum	Paco Rabanne	Mujer	80 ml	Parfum	Sin clasificar	49000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/fame_perfum_mujer_80ml_paco_rabanne_3fa2735895.webp	FAME PERFUM  MUJER 80ML  PACO RABANNE
AP-2139	Fame The Couture Edition	Paco Rabanne	Mujer	80 ml	EDP	Sin clasificar	45000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/fame_the_couture_edition_mujer_80ml_edp_paco_rabanne_024f56c6ba.webp	FAME THE COUTURE EDITION MUJER 80ML EDP PACO RABANNE
AP-1413	Genius Me	Paco Rabanne	Unisex	62 ml	EDP	Amaderado · Cítrico · Floral · Especiado · Verde	12000	Perfume	Ficha verificada	Salida: orange peel. Corazón: rosemary. Fondo: metallic notes y moss.	img/perfumes/genius_me_unisex_62ml_edp_paco_rabanne_2cdeecec33.webp	GENIUS ME UNISEX 62ML EDP PACO RABANNE
AP-1383	Invictus	Paco Rabanne	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Verde	37000	Perfume	Ficha verificada	Salida: sea notes, toronja (pomelo) y mandarina. Corazón: bay leaf y jazmín. Fondo: ámbar gris, madera de gaiac, musgo de roble y pachulí.	img/perfumes/invictus_hombre_100ml_edt_paco_rabanne_0fac0beae4.webp	INVICTUS HOMBRE 100ML EDT PACO RABANNE
AP-1384	Invictus	Paco Rabanne	Hombre	200 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Verde	49000	Perfume	Ficha verificada	Salida: sea notes, toronja (pomelo) y mandarina. Corazón: bay leaf y jazmín. Fondo: ámbar gris, madera de gaiac, musgo de roble y pachulí.	img/perfumes/invictus_hombre_200ml_edt_paco_rabanne_4843ba0494.webp	INVICTUS HOMBRE 200ML EDT PACO RABANNE
AP-1386	Invictus Aqua	Paco Rabanne	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Verde	47000	Perfume	Ficha verificada	Salida: yuzu, toronja (pomelo) y pimienta rosa. Corazón: sea water y violet leaf. Fondo: ámbar gris, amberwood y madera de gaiac.	img/perfumes/invictus_aqua_hombre_100ml_edt_paco_rabanne_54b8f4f8c4.webp	INVICTUS AQUA HOMBRE 100ML EDT PACO RABANNE
AP-1385	Invictus Elixir	Paco Rabanne	Hombre	100 ml	Parfum	Sin clasificar	50000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/invictus_elixir_hombre_100ml_perfume_paco_rabanne_1106315394.webp	INVICTUS ELIXIR HOMBRE 100ML PERFUME PACO RABANNE
AP-1391	Invictus Intense Perfum	Paco Rabanne	Hombre	100 ml	Parfum	Sin clasificar	44000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/invictus_intense_perfum_hombre_100ml_paco_rabanne_18a83836a7.webp	INVICTUS INTENSE PERFUM HOMBRE 100ML PACO RABANNE
AP-1390	Invictus Platinum	Paco Rabanne	Hombre	100 ml	EDP	Amaderado · Cítrico · Frutal · Especiado · Verde	46000	Perfume	Ficha verificada	Salida: absinthe y toronja (pomelo). Corazón: menta y lavanda. Fondo: cypress y pachulí.	img/perfumes/invictus_platinum_hombre_100ml_edp_paco_rabanne_2d1f6d8591.webp	INVICTUS PLATINUM HOMBRE 100ML EDP PACO RABANNE
AP-1389	Invictus Victory	Paco Rabanne	Hombre	100 ml	EDT	Cítrico · Oriental · Gourmand · Especiado · Verde	42000	Perfume	Ficha verificada	Salida: pimienta rosa y limón (lima ácida). Corazón: olibanum y lavanda. Fondo: vainilla, haba tonka y ámbar.	img/perfumes/invictus_victory_hombre_100ml_edt_paco_rabanne_1f4e47b12c.webp	INVICTUS VICTORY HOMBRE 100ML EDT PACO RABANNE
AP-1387	Invictus Victory Absolu	Paco Rabanne	Hombre	No indicada	EDP	Sin clasificar	46000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/invictus_victory_absolu_hombre_100l_edp_paco_rabanne_ad50724355.webp	INVICTUS VICTORY ABSOLU HOMBRE 100L EDP PACO RABANNE
AP-1388	Invictus Victory Elixir Intense	Paco Rabanne	Hombre	100 ml	EDT	Sin clasificar	52000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/invictus_victory_elixir_intense_hombre_100ml_edt_paco_rabanne_9172f185be.webp	INVICTUS VICTORY ELIXIR INTENSE HOMBRE 100ML EDT PACO RABANNE
AP-2132	Lady Million	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand	39000	Perfume	Ficha verificada	Salida: raspberry, neroli y amalfi lemon. Corazón: jazmín, african orange flower y gardenia. Fondo: white honey, pachulí y ámbar.	img/perfumes/lady_million_mujer_80ml_edp_paco_rabanne_28c0495fd5.webp	LADY MILLION MUJER 80ML EDP PACO RABANNE
AP-2135	Lady Million Fabulous	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Cítrico · Floral · Gourmand · Especiado	39000	Perfume	Ficha verificada	Salida: mandarina y pimienta rosa. Corazón: nardo, solar notes, jazmín y ylang-ylang. Fondo: vainilla, haba tonka y moss.	img/perfumes/lady_million_fabulous_mujer_80ml_edp_paco_rabanne_2de27122ca.webp	LADY MILLION FABULOUS MUJER 80ML EDP PACO RABANNE
AP-2134	Lady Million Lucky	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Floral · Frutal · Gourmand	39000	Perfume	Ficha verificada	Salida: raspberry. Corazón: hazelnut, rosa y jazmín. Fondo: miel, cashmere wood, sándalo y cedro.	img/perfumes/lady_million_lucky_mujer_80ml_edp_paco_rabanne_5c65692686.webp	LADY MILLION LUCKY MUJER 80ML EDP PACO RABANNE
AP-2133	Lady Million Royal	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Floral · Frutal · Especiado	39000	Perfume	Ficha verificada	Salida: granada. Corazón: white flowers. Fondo: woodsy notes.	img/perfumes/lady_million_royal_mujer_80ml_edp_paco_rabanne_5161f4d897.webp	LADY MILLION ROYAL MUJER 80ML EDP PACO RABANNE
AP-2145	Olympea	Paco Rabanne	Mujer	80 ml	Parfum	Cítrico · Floral · Oriental · Gourmand · Especiado · Almizclado · Verde	48000	Perfume	Ficha verificada	Salida: clary sage, acordes verdes y pimienta rosa. Corazón: jazmín, flor de azahar del naranjo y rose oil. Fondo: vainilla, benjuí y almizcle.	img/perfumes/olympea_mujer_80ml_perfume_paco_rabanne_27f23500ce.webp	OLYMPEA MUJER 80ML PERFUME  PACO RABANNE
AP-2147	Olympea	Paco Rabanne	Mujer	80 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Gourmand · Especiado · Verde	42000	Perfume	Ficha verificada	Salida: water jasmine, green mandarin y ginger flower. Corazón: vainilla y salt. Fondo: ámbar gris, cashmere wood y sándalo.	img/perfumes/olympea_mujer_80ml_edp_paco_rabanne_51da38641a.webp	OLYMPEA MUJER 80ML EDP PACO RABANNE
AP-2148	Olympea Blossom	Paco Rabanne	Mujer	80 ml	EDT	Amaderado · Floral · Frutal · Gourmand · Especiado	36000	Perfume	Ficha verificada	Salida: damask rose y pimienta rosa. Corazón: pera, sorbet y grosella negra. Fondo: vainilla, salt, cachemira y pachulí.	img/perfumes/olympea_blossom_mujer_80ml_edt_paco_rabanne_5b277f2439.webp	OLYMPEA BLOSSOM MUJER 80ML EDT PACO RABANNE
AP-2149	Olympea Flora	Paco Rabanne	Mujer	80 ml	EDT	Amaderado · Floral · Frutal · Gourmand · Especiado	36000	Perfume	Ficha verificada	Salida: grosella negra, sorbet y pimienta rosa. Corazón: rosa y peony. Fondo: vainilla, pachulí, cashmere wood y salt.	img/perfumes/olympea_flora_mujer_80ml_edt_paco_rabanne_82d60912f3.webp	OLYMPEA FLORA MUJER 80ML EDT PACO RABANNE
AP-2146	Olympea Solar	Paco Rabanne	Mujer	80 ml	EDT	Amaderado · Cítrico · Floral · Oriental · Gourmand	42000	Perfume	Ficha verificada	Salida: flor de azahar del naranjo, orange peel y mandarina. Corazón: tiare flower, solar notes, white flowers y musgo de roble. Fondo: ylang-ylang y benjuí.	img/perfumes/olympea_solar_mujer_80ml_edt_paco_rabanne_2f44aba72c.webp	OLYMPEA SOLAR MUJER 80ML EDT PACO RABANNE
AP-1397	One Million	Paco Rabanne	Hombre	100 ml	EDT	Sin clasificar	34000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/one_million_hombre_100ml_edt_paco_rabanne_91cb335b7d.webp	ONE MILLION HOMBRE 100ML EDT PACO RABANNE
AP-1399	One Million	Paco Rabanne	Hombre	100 ml	Parfum	Sin clasificar	42000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/one_million_hombre_100ml_perfume_paco_rabanne_77e0c83508.webp	ONE MILLION HOMBRE 100ML PERFUME PACO RABANNE
AP-1398	One Million	Paco Rabanne	Hombre	200 ml	EDT	Sin clasificar	54000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/one_million_hombre_200ml_edt_paco_rabanne_9925fcc425.webp	ONE MILLION HOMBRE 200ML EDT PACO RABANNE
